name	ensg	label	id	combined_family	class_id	family_id
BHLHA15	ENSMUSG00000052271	MIST1 (bHLHa15)	1.2.3.4.16	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
UNCX	ENSMUSG00000029546	UNCX (Uncx4.1)	3.1.3.27.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
KLF12	ENSMUSG00000072294	KLF12 (AP-2rep)	2.3.1.2.12	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
RFX3	ENSMUSG00000040929	RFX3	3.3.3.0.3	Fork head / winged helix factors>RFX-related factors	3.3	3.3.3
NEUROD6	ENSMUSG00000037984	NeuroD6 (ATH-2)	1.2.3.4.4	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
NFIB	ENSMUSG00000008575	NF-1B	7.1.2.0.2	SMAD/NF-1 DNA-binding domain factors	7.1	7.1.2
ZNF775	ENSMUSG00000007216	ZNF775 [4+4+3]	2.3.4.0.44	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
TP73	ENSMUSG00000029026	p73	6.3.1.0.3	p53 domain factors	6.3	6.3.1
DNMT1	ENSMUSG00000004099	DNMT1 (CXXC9, AIM, DNMT)	2.6.1.0.6	CXXC zinc finger factors	2.6	2.6.1
CREB3	ENSMUSG00000028466	CREB-3 (Luman)	1.1.7.2.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1	1.1.7
GFI1B	ENSMUSG00000026815	GFI1B [6]	2.3.3.21.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZC3H4	ENSMUSG00000059273	ZC3H4 [3]	2.8.1.0.2	C3H zinc finger factors	2.8	2.8.1
MYBL2	ENSMUSG00000017861	B-Myb (Myb-L2)	3.5.1.1.3	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
TSC22D2	ENSMUSG00000027806	TSC22D2 (TILZ4)	1.1.0.1.2	Basic leucine zipper factors (bZIP)>ZIP only	1.1	1.1.0
GBX1	ENSMUSG00000067724	GBX-1	3.1.1.11.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF407	ENSMUSG00000048410	ZNF407 [3+3+1+2+2+11]	2.3.4.0.73	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NANOG	ENSMUSG00000012396	NANOG	3.1.2.12.1	Homeo domain factors>NK-related factors	3.1	3.1.2
NR1H2	ENSMUSG00000060601	LXRbeta (NR1H2)	2.1.2.7.2	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
YY2	ENSMUSG00000091736	YY2 (ZNF631) [4]	2.3.3.9.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
BSX	ENSMUSG00000054360	BSX-1	3.1.2.3.1	Homeo domain factors>NK-related factors	3.1	3.1.2
MYF6	ENSMUSG00000035923	Myf-6 (MRF4)	1.2.2.1.4	Basic helix-loop-helix factors (bHLH)>MyoD / ASC-related factors	1.2	1.2.2
TBX10	ENSMUSG00000037477	TBX10 (TBX7)	6.5.3.0.2	T-Box factors	6.5	6.5.3
HES3	ENSMUSG00000028946	HES-3	1.2.4.1.3	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2	1.2.4
SOX10	ENSMUSG00000033006	SOX-10	4.1.1.5.3	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
GSX2	ENSMUSG00000035946	GSX-2 (GSH-2)	3.1.1.12.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
XBP1	ENSMUSG00000020484	XBP-1	1.1.5.0.1	Basic leucine zipper factors (bZIP)>XBP-1-related factors	1.1	1.1.5
TBX3	ENSMUSG00000018604	TBX3	6.5.4.0.2	T-Box factors	6.5	6.5.4
PRDM8	ENSMUSG00000035456	PRDM8 (PFM5) [1+2]	2.3.4.0.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
FOXA1	ENSMUSG00000035451	FOXA1 (HNF-3alpha)	3.3.1.1.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
KLF5	ENSMUSG00000005148	KLF5 (CKLF, IKLF, BTEB2)	2.3.1.2.5	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
ZNF655	ENSMUSG00000007812	ZNF655 (VIK) [6]	2.3.3.0.31	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF212	ENSMUSG00000052763	ZNF212 (ZNFC150) [4]	2.3.3.23.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
EMX2	ENSMUSG00000043969	EMX-2	3.1.2.6.2	Homeo domain factors>NK-related factors	3.1	3.1.2
ZNF610	ENSMUSG00000061544	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
FOXC2	ENSMUSG00000046714	FOXC2 (Fkh-L14)	3.3.1.3.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ZNF788	ENSMUSG00000052446	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
CREB3L4	ENSMUSG00000027938	CREB-3L4	1.1.7.2.5	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1	1.1.7
ZNF33B	ENSMUSG00000060301	ZNF33B (KOX2, ZNF11B) [16]	2.3.3.69.7	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SIX2	ENSMUSG00000024134	SIX2	3.1.6.1.2	Homeo domain factors>HD-SINE factors	3.1	3.1.6
ZNF431	ENSMUSG00000071281	ZNF431 [13]	2.3.3.59.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
E4F1	ENSMUSG00000024137	E4F1 (p120E4F, p50E4F) [3+6]	2.3.4.0.74	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
DMRTC1B	ENSMUSG00000073027	DMRTC1 (no DM domain	2.5.1.0.8	DM-type intertwined zinc finger factors	2.5	2.5.1
ZNF236	ENSMUSG00000041258	ZNF236 [9+4+4+4+4+5]	2.3.4.0.25	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF524	ENSMUSG00000051184	ZNF524 [4]	2.3.3.15.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
BHLHE41	ENSMUSG00000030256	DEC2 (bHLHb3)	1.2.4.1.13	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2	1.2.4
TFAP4	ENSMUSG00000005718	AP-4	1.2.6.4.1	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
ZIK1	ENSMUSG00000030393	ZIK1 (ZNF762) [9]	2.3.3.41.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ETV5	ENSMUSG00000013089	ETV5	3.5.2.2.6	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
ZIC5	ENSMUSG00000041703	ZIC5 [4]	2.3.3.1.11	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
MEF2A	ENSMUSG00000030557	MEF-2A	5.1.1.1.1	MADS box factors	5.1	5.1.1
ZNF788	ENSMUSG00000078896	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NFKBIL1	ENSMUSG00000042419	IkappaBL	6.1.2.1.7	Rel homology region (RHR) factors	6.1	6.1.2
NR2F2	ENSMUSG00000030551	COUP-TFII  (NR2F2)	2.1.3.5.2	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
ARID1A	ENSMUSG00000007880	ARID1A (BAF250, BAF250A, OSA1, SMARCF1)	3.7.1.1.1	ARID domain factors	3.7	3.7.1
ID4	ENSMUSG00000021379	Id4	1.2.8.0.4	Basic helix-loop-helix factors (bHLH)>HLH domain only	1.2	1.2.8
ZNF146	ENSMUSG00000037029	ZNF146 [10]	2.3.3.55.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
HES5	ENSMUSG00000048001	HES-5	1.2.4.1.5	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2	1.2.4
TGIF2LY	ENSMUSG00000100194	TGIF-2LY	3.1.4.6.4	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
HEY1	ENSMUSG00000040289	HEY-1	1.2.4.1.8	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2	1.2.4
ZFP2	ENSMUSG00000049321	ZFP2 (ZNF751) [13]	2.3.3.62.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
PRDM14	ENSMUSG00000042414	PRDM14 [6]	2.3.3.0.35	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB38	ENSMUSG00000040433	ZBTB38 [2+3+5]	2.3.4.0.8	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SMARCE1	ENSMUSG00000037935	SMARCE1 [1]	4.1.2.0.5	High-mobility group (HMG) domain factors>TOX-related factors	4.1	4.1.2
KLF11	ENSMUSG00000020653	KLF11 (FKLF, TIEG2)	2.3.1.2.11	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
CTCFL	ENSMUSG00000070495	CTCFL (CTCF-T, BORIS) [11]	2.3.3.50.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NR4A1	ENSMUSG00000023034	NGFI-B  (NR4A1)	2.1.4.0.1	Nuclear receptors with C4 zinc fingers>NGFI-B-related receptors (NR4)	2.1	2.1.4
VSX1	ENSMUSG00000033080	VSX-1 (RINX)	3.1.3.28.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ZNF438	ENSMUSG00000050945	ZNF438 [3+1]	2.3.4.0.22	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF444	ENSMUSG00000044876	ZNF444 (EZF2, ZSCAN17)	2.3.3.0.24	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF683	ENSMUSG00000049410	ZNF683 [4]	2.3.3.12.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
GMEB2	ENSMUSG00000038705	GMEB-2	5.3.3.1.2	SAND domain factors	5.3	5.3.3
GSC	ENSMUSG00000021095	GSC	3.1.3.9.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
HOXB5	ENSMUSG00000038700	Hox-B5 (HOX2A)	3.1.1.5.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
DMRTA2	ENSMUSG00000047143	DMRTA2 (DMRT5)	2.5.1.0.5	DM-type intertwined zinc finger factors	2.5	2.5.1
ZNF788	ENSMUSG00000062101	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
RFX6	ENSMUSG00000019900	RFX6 (RFXDC-1)	3.3.3.0.6	Fork head / winged helix factors>RFX-related factors	3.3	3.3.3
GTF3A	ENSMUSG00000016503	GTF3A (TFIIIA) [9]	2.3.3.0.75	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF580	ENSMUSG00000055633	ZNF580 [3]	2.3.2.4.3	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
TEF	ENSMUSG00000022389	TEF	1.1.8.2.3	Basic leucine zipper factors (bZIP)>C/EBP-related	1.1	1.1.8
HOXA10	ENSMUSG00000000938	Hox-A10 (HOX1H)	3.1.1.8.5	Homeo domain factors>HOX-related factors	3.1	3.1.1
HMGXB4	ENSMUSG00000034518	HMGXB4 (HMG2L1) [1]	4.1.4.0.2	High-mobility group (HMG) domain factors>PBRM1-related factors	4.1	4.1.4
ESRRB	ENSMUSG00000021255	ERR2 (ERRbeta, ESRRB) (NR3B2)	2.1.1.2.4	Nuclear receptors with C4 zinc fingers>Steroid hormone receptors (NR3)	2.1	2.1.1
LYL1	ENSMUSG00000034041	Lyl-1	1.2.3.1.3	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
SIM2	ENSMUSG00000062713	SIM2	1.2.5.1.4	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
ZNF777	ENSMUSG00000071477	ZNF777 [6]	2.3.3.23.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
POU2F1	ENSMUSG00000026565	POU2F1 (Oct-1, OTF-1)	3.1.10.2.1	Homeo domain factors>POU domain factors	3.1	3.1.10
ZNF788	ENSMUSG00000074519	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZBTB25	ENSMUSG00000056459	ZBTB25 (KUP, ZNF46) [1+1]	2.3.4.6.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
KAT6B	ENSMUSG00000021767	MYST4 (TIP60 protein 4, MORF, MOZ2) [1]	2.7.3.0.4	C2HC zinc finger factors	2.7	2.7.3
GRHL2	ENSMUSG00000022286	GRH-L2 (CP2-L3)	6.7.1.1.2	Grainyhead domain factors	6.7	6.7.1
GATAD2A	ENSMUSG00000036180	p66-alpha (GATAD2A)	2.2.1.2.2	Other C4 zinc finger-type factors	2.2	2.2.1
TEAD1	ENSMUSG00000055320	TEF-1 (TEAD-1, TCF-13)	3.6.1.0.1	TEA domain factors	3.6	3.6.1
PAX2	ENSMUSG00000004231	Pax-2	3.2.2.2.1	Paired box factors	3.2	3.2.2
PHF5A	ENSMUSG00000061360	PHF5A (Ini, SF3b14b)	0.0.2.0.1	Uncharacterized	0.0	0.0.2
NR5A1	ENSMUSG00000026751	FTZ-F1 (SF-1) (NR5A1)	2.1.5.0.1	Nuclear receptors with C4 zinc fingers>FTZ-F1-related receptors (NR5)	2.1	2.1.5
IRX3	ENSMUSG00000031734	IRX-3	3.1.4.1.3	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
ATF7	ENSMUSG00000052414	ATF-7	1.1.1.3.2	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
ZSCAN4	ENSMUSG00000070828	ZSCAN4 (ZNF494) [4]	2.3.3.5.5	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
CSRNP1	ENSMUSG00000032515	CSRNP-1 (AXUD1, TAIP3)	0.1.1.0.1	AXUD/CSRNP domain factors	0.1	0.1.1
POU3F4	ENSMUSG00000056854	POU3F4 (Oct-9, OTF-9, Brn-4)	3.1.10.3.4	Homeo domain factors>POU domain factors	3.1	3.1.10
LHX4	ENSMUSG00000026468	Lhx4	3.1.5.4.2	Homeo domain factors>HD-LIM factors	3.1	3.1.5
ZNF354C	ENSMUSG00000044807	ZNF354C (KID3) [11]	2.3.3.0.114	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF610	ENSMUSG00000002617	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
PRDM16	ENSMUSG00000039410	PRDM16 (MEL1, PFM13) [7+3]	2.3.4.14.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
HBP1	ENSMUSG00000002996	HBP-1 [1]	4.1.1.9.2	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
PLAGL2	ENSMUSG00000051413	PLAGL2 [6]	2.3.3.25.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF788	ENSMUSG00000078887	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
MYC	ENSMUSG00000049086	c-Myc	1.2.6.5.1	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
PHTF2	ENSMUSG00000039987	PHTF2	3.1.11.0.2	Homeo domain factors>PHTF factors	3.1	3.1.11
ZNF788	ENSMUSG00000078880	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NFE2L2	ENSMUSG00000015839	NF-E2L2 (NRF2)	1.1.1.2.3	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
ELK3	ENSMUSG00000008398	Elk-3 (SAP-2)	3.5.2.2.2	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
TBPL1	ENSMUSG00000071359	TBP-L1 (TRF2)	8.1.1.0.2	TATA-binding proteins	8.1	8.1.1
ZBTB17	ENSMUSG00000006215	ZBTB17 (MIZ1, ZNF151, ZNF60) [12+1]	2.3.4.0.72	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF776	ENSMUSG00000034071	ZNF776 [11]	2.3.3.53.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF182	ENSMUSG00000054737	ZNF182 (KOX14, ZNF21) [15]	2.3.3.0.193	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
TOX2	ENSMUSG00000074607	TOX-2 (GCX-1) [1]	4.1.2.0.2	High-mobility group (HMG) domain factors>TOX-related factors	4.1	4.1.2
HOXA13	ENSMUSG00000038203	Hox-A13 (HOX1J)	3.1.1.8.13	Homeo domain factors>HOX-related factors	3.1	3.1.1
CEBPG	ENSMUSG00000056216	C/EBPgamma	1.1.8.1.3	Basic leucine zipper factors (bZIP)>C/EBP-related	1.1	1.1.8
MTA3	ENSMUSG00000055817	MTA3	2.2.1.2.7	Other C4 zinc finger-type factors	2.2	2.2.1
SP6	ENSMUSG00000038560	Sp6	2.3.1.1.6	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
ZNF788	ENSMUSG00000073158	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
MECOM	ENSMUSG00000027684	EVI-1 (MECOM) [7+3]	2.3.4.14.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NFYB	ENSMUSG00000020248	NF-YB (CP1B, CBF-A)	4.2.1.0.2	Heteromeric CCAAT-binding factors	4.2	4.2.1
AHR	ENSMUSG00000019256	AhR	1.2.5.1.1	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
OTX2	ENSMUSG00000021848	OTX-2	3.1.3.17.2	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ZNF788	ENSMUSG00000078905	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF334	ENSMUSG00000017667	ZNF334 [9+5]	2.3.4.25.4	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
BCL6	ENSMUSG00000022508	BCL6 (LAZ3, ZBTB27, ZNF51) [6]	2.3.3.22.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
PURA	ENSMUSG00000043991	Pur-alpha (PURA, PUR1)	0.0.5.0.1	Uncharacterized	0.0	0.0.5
THRA	ENSMUSG00000058756	T3R-alpha (THRA) (NR1A1)	2.1.2.2.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
ZFP69	ENSMUSG00000064141	ZNF642 [9]	2.3.3.31.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
FOXF2	ENSMUSG00000038402	FOXF2 (Fkh-L6, FREAC2)	3.3.1.6.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
TOX4	ENSMUSG00000016831	TOX-4 (LCP-1) [1]	4.1.2.0.4	High-mobility group (HMG) domain factors>TOX-related factors	4.1	4.1.2
EN2	ENSMUSG00000039095	EN-2	3.1.2.7.2	Homeo domain factors>NK-related factors	3.1	3.1.2
ZSCAN4	ENSMUSG00000095936	ZSCAN4 (ZNF494) [4]	2.3.3.5.5	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZGLP1	ENSMUSG00000079681	ZGLP1 (GLP-1)	2.2.1.2.8	Other C4 zinc finger-type factors	2.2	2.2.1
ZNF646	ENSMUSG00000049739	ZNF646 (PFM10) [1+3]	2.3.4.0.13	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF507	ENSMUSG00000044452	ZNF507 [2+1+3+2+1]	2.3.4.0.24	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
MSC	ENSMUSG00000025930	ABF-1 (Musculin, MyoR, MSC)	1.2.3.3.4	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
NFKBID	ENSMUSG00000036931	IkappaBdelta	6.1.2.1.3	Rel homology region (RHR) factors	6.1	6.1.2
ZNF788	ENSMUSG00000056383	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NR1D1	ENSMUSG00000020889	Rev-ErbAalpha (NR1D1)	2.1.2.3.1	Nuclear receptors with C4 zinc fingers>Thyroid hormone receptor-related factors (NR1)	2.1	2.1.2
HIC1	ENSMUSG00000043099	HIC1 (ZBTB29) [1+4]	2.3.4.17.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
PROX2	ENSMUSG00000042320	PROX-2	3.1.7.0.2	Homeo domain factors>HD-PROS factors	3.1	3.1.7
SOX7	ENSMUSG00000063060	SOX-7	4.1.1.6.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
ISL1	ENSMUSG00000042258	ISL-1 (Islet-1)	3.1.5.1.1	Homeo domain factors>HD-LIM factors	3.1	3.1.5
DEAF1	ENSMUSG00000058886	DEAF1	5.3.2.0.1	SAND domain factors	5.3	5.3.2
SP110	ENSMUSG00000095092	Sp110	5.3.4.0.1	SAND domain factors	5.3	5.3.4
PBX2	ENSMUSG00000034673	PBX-2	3.1.4.4.2	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
ZNF516	ENSMUSG00000058881	ZNF516 [2+5+1+1+1]	2.3.4.2.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
VAX2	ENSMUSG00000034777	VAX-2	3.1.2.22.2	Homeo domain factors>NK-related factors	3.1	3.1.2
KDM5C	ENSMUSG00000025332	JARID1C (KDM5C, DXS1272E, SMCX, XE169)	3.7.1.6.3	ARID domain factors	3.7	3.7.1
ZNF148	ENSMUSG00000022811	ZNF148 (ZBP89) [4]	2.3.3.13.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB18	ENSMUSG00000063659	ZNF238 (RP58, TAZ1, ZBTB18) [4]	2.3.3.16.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ATF5	ENSMUSG00000038539	ATF-5	1.1.6.0.2	Basic leucine zipper factors (bZIP)>ATF-4-related factors	1.1	1.1.6
ZNF451	ENSMUSG00000042197	ZNF451 (COASTER) [1+3+2+3+2]	2.3.4.0.21	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
POU3F1	ENSMUSG00000090125	POU3F1 (Oct-6, OTF-6, SCIP)	3.1.10.3.1	Homeo domain factors>POU domain factors	3.1	3.1.10
BACH2	ENSMUSG00000040270	BACH2	1.1.1.2.6	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
USF1	ENSMUSG00000026641	USF-1	1.2.6.2.1	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
RUNX2	ENSMUSG00000039153	Runx2 (PEBP2alphaA, CBF-alpha1)	6.4.1.0.1	Runt domain factors	6.4	6.4.1
ZNF280D	ENSMUSG00000038535	ZNF280D (SUHW4, ZNF634) [5]	2.3.3.4.4	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SP140	ENSMUSG00000095500	Sp140	5.3.5.1.1	SAND domain factors	5.3	5.3.5
ZNF670	ENSMUSG00000097565	ZNF670 [9]	2.3.3.33.5	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
RXRA	ENSMUSG00000015846	RXRalpha (NR2B1)	2.1.3.1.1	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
RXRG	ENSMUSG00000015843	RXRgamma (NR2B3)	2.1.3.1.3	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
PAX1	ENSMUSG00000037034	Pax-1 (HuP48)	3.2.2.1.1	Paired box factors	3.2	3.2.2
HEY2	ENSMUSG00000019789	HEY-2	1.2.4.1.9	Basic helix-loop-helix factors (bHLH)>Hairy-related factors	1.2	1.2.4
WIZ	ENSMUSG00000024050	WIZ (ZNF803) [4+2+1+1+1+1+1]	2.3.4.0.4	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ASCL3	ENSMUSG00000035951	ASH-3	1.2.2.2.3	Basic helix-loop-helix factors (bHLH)>MyoD / ASC-related factors	1.2	1.2.2
ZNF773	ENSMUSG00000066838	ZNF773 (ZNF419B) [9]	2.3.3.42.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
DMTF1	ENSMUSG00000042508	DMTF1	3.5.1.7.1	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
PAX6	ENSMUSG00000027168	Pax-6 (AN2)	3.2.1.2.2	Paired box factors	3.2	3.2.1
SREBF2	ENSMUSG00000022463	SREBP-2	1.2.6.3.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
YBX1	ENSMUSG00000028639	YB-1 (DbpB)	9.1.1.2.1	Cold-shock domain factors	9.1	9.1.1
HMX1	ENSMUSG00000067438	HMX-1 (H6, NKX5-3, NKX-5.3)	3.1.2.18.1	Homeo domain factors>NK-related factors	3.1	3.1.2
ZNF518B	ENSMUSG00000046572	ZNF518B [2+1]	2.3.4.18.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NEUROD1	ENSMUSG00000034701	NeuroD1	1.2.3.4.1	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
NFKB1	ENSMUSG00000028163	NF-kappaB p105 (NFKB1)	6.1.1.1.1	Rel homology region (RHR) factors	6.1	6.1.1
MSX1	ENSMUSG00000048450	MSX-1 (HOX7)	3.1.2.11.1	Homeo domain factors>NK-related factors	3.1	3.1.2
ZNF788	ENSMUSG00000060336	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
UBTF	ENSMUSG00000020923	UBF [6]	4.1.6.1.1	High-mobility group (HMG) domain factors>UBF-related factors	4.1	4.1.6
PRRX2	ENSMUSG00000039476	PRRX-2 (PMX2, PRX2)	3.1.3.21.2	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ALX3	ENSMUSG00000014603	ALX-3	3.1.3.1.2	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ZBTB14	ENSMUSG00000049672	ZFP161 (ZBTB14, ZNF478)	2.3.3.0.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
